Season,Nest,Tinytag,Time,Temperature,First emergence
2,5,896711,1/27/2021 8:00,31.977,
2,5,896711,1/27/2021 9:00,31.98,
2,5,896711,1/27/2021 10:00,31.98,
2,5,896711,1/27/2021 11:00,31.979,
2,5,896711,1/27/2021 12:00,31.975,
2,5,896711,1/27/2021 13:00,31.971,
2,5,896711,1/27/2021 14:00,31.966,
2,5,896711,1/27/2021 15:00,31.96,
2,5,896711,1/27/2021 16:00,31.954,
2,5,896711,1/27/2021 17:00,31.948,
2,5,896711,1/27/2021 18:00,31.943,
2,5,896711,1/27/2021 19:00,31.94,
2,5,896711,1/27/2021 20:00,31.938,
2,5,896711,1/27/2021 21:00,31.94,
2,5,896711,1/27/2021 22:00,31.941,
2,5,896711,1/27/2021 23:00,31.944,
2,5,896711,1/28/2021 0:00,31.948,
2,5,896711,1/28/2021 1:00,31.952,
2,5,896711,1/28/2021 2:00,31.957,
2,5,896711,1/28/2021 3:00,31.958,
2,5,896711,1/28/2021 4:00,31.962,
2,5,896711,1/28/2021 5:00,31.962,
2,5,896711,1/28/2021 6:00,31.962,
2,5,896711,1/28/2021 7:00,31.96,
2,5,896711,1/28/2021 8:00,31.957,
2,5,896711,1/28/2021 9:00,31.952,
2,5,896711,1/28/2021 10:00,31.948,
2,5,896711,1/28/2021 11:00,31.941,
2,5,896711,1/28/2021 12:00,31.934,
2,5,896711,1/28/2021 13:00,31.924,
2,5,896711,1/28/2021 14:00,31.915,
2,5,896711,1/28/2021 15:00,31.906,
2,5,896711,1/28/2021 16:00,31.897,
2,5,896711,1/28/2021 17:00,31.889,
2,5,896711,1/28/2021 18:00,31.883,
2,5,896711,1/28/2021 19:00,31.878,
2,5,896711,1/28/2021 20:00,31.878,
2,5,896711,1/28/2021 21:00,31.881,
2,5,896711,1/28/2021 22:00,31.884,
2,5,896711,1/28/2021 23:00,31.892,
2,5,896711,1/29/2021 0:00,31.901,
2,5,896711,1/29/2021 1:00,31.91,
2,5,896711,1/29/2021 2:00,31.92,
2,5,896711,1/29/2021 3:00,31.929,
2,5,896711,1/29/2021 4:00,31.937,
2,5,896711,1/29/2021 5:00,31.943,
2,5,896711,1/29/2021 6:00,31.949,
2,5,896711,1/29/2021 7:00,31.954,
2,5,896711,1/29/2021 8:00,31.955,
2,5,896711,1/29/2021 9:00,31.957,
2,5,896711,1/29/2021 10:00,31.955,
2,5,896711,1/29/2021 11:00,31.954,
2,5,896711,1/29/2021 12:00,31.951,
2,5,896711,1/29/2021 13:00,31.946,
2,5,896711,1/29/2021 14:00,31.94,
2,5,896711,1/29/2021 15:00,31.934,
2,5,896711,1/29/2021 16:00,31.927,
2,5,896711,1/29/2021 17:00,31.923,
2,5,896711,1/29/2021 18:00,31.92,
2,5,896711,1/29/2021 19:00,31.918,
2,5,896711,1/29/2021 20:00,31.921,
2,5,896711,1/29/2021 21:00,31.926,
2,5,896711,1/29/2021 22:00,31.932,
2,5,896711,1/29/2021 23:00,31.941,
2,5,896711,1/30/2021 0:00,31.952,
2,5,896711,1/30/2021 1:00,31.963,
2,5,896711,1/30/2021 2:00,31.975,
2,5,896711,1/30/2021 3:00,31.986,
2,5,896711,1/30/2021 4:00,31.997,
2,5,896711,1/30/2021 5:00,32.006,
2,5,896711,1/30/2021 6:00,32.014,
2,5,896711,1/30/2021 7:00,32.02,
2,5,896711,1/30/2021 8:00,32.025,
2,5,896711,1/30/2021 9:00,32.03,
2,5,896711,1/30/2021 10:00,32.031,
2,5,896711,1/30/2021 11:00,32.03,
2,5,896711,1/30/2021 12:00,32.028,
2,5,896711,1/30/2021 13:00,32.025,
2,5,896711,1/30/2021 14:00,32.022,
2,5,896711,1/30/2021 15:00,32.017,
2,5,896711,1/30/2021 16:00,32.013,
2,5,896711,1/30/2021 17:00,32.008,
2,5,896711,1/30/2021 18:00,32.006,
2,5,896711,1/30/2021 19:00,32.008,
2,5,896711,1/30/2021 20:00,32.011,
2,5,896711,1/30/2021 21:00,32.016,
2,5,896711,1/30/2021 22:00,32.023,
2,5,896711,1/30/2021 23:00,32.034,
2,5,896711,1/31/2021 0:00,32.043,
2,5,896711,1/31/2021 1:00,32.056,
2,5,896711,1/31/2021 2:00,32.067,
2,5,896711,1/31/2021 3:00,32.079,
2,5,896711,1/31/2021 4:00,32.088,
2,5,896711,1/31/2021 5:00,32.098,
2,5,896711,1/31/2021 6:00,32.105,
2,5,896711,1/31/2021 7:00,32.11,
2,5,896711,1/31/2021 8:00,32.115,
2,5,896711,1/31/2021 9:00,32.118,
2,5,896711,1/31/2021 10:00,32.118,
2,5,896711,1/31/2021 11:00,32.118,
2,5,896711,1/31/2021 12:00,32.115,
2,5,896711,1/31/2021 13:00,32.112,
2,5,896711,1/31/2021 14:00,32.107,
2,5,896711,1/31/2021 15:00,32.101,
2,5,896711,1/31/2021 16:00,32.096,
2,5,896711,1/31/2021 17:00,32.091,
2,5,896711,1/31/2021 18:00,32.088,
2,5,896711,1/31/2021 19:00,32.088,
2,5,896711,1/31/2021 20:00,32.088,
2,5,896711,1/31/2021 21:00,32.091,
2,5,896711,1/31/2021 22:00,32.098,
2,5,896711,1/31/2021 23:00,32.104,
2,5,896711,2/1/2021 0:00,32.113,
2,5,896711,2/1/2021 1:00,32.122,
2,5,896711,2/1/2021 2:00,32.132,
2,5,896711,2/1/2021 3:00,32.138,
2,5,896711,2/1/2021 4:00,32.146,
2,5,896711,2/1/2021 5:00,32.152,
2,5,896711,2/1/2021 6:00,32.155,
2,5,896711,2/1/2021 7:00,32.158,
2,5,896711,2/1/2021 8:00,32.16,
2,5,896711,2/1/2021 9:00,32.158,
2,5,896711,2/1/2021 10:00,32.157,
2,5,896711,2/1/2021 11:00,32.152,
2,5,896711,2/1/2021 12:00,32.147,
2,5,896711,2/1/2021 13:00,32.141,
2,5,896711,2/1/2021 14:00,32.133,
2,5,896711,2/1/2021 15:00,32.126,
2,5,896711,2/1/2021 16:00,32.119,
2,5,896711,2/1/2021 17:00,32.113,
2,5,896711,2/1/2021 18:00,32.11,
2,5,896711,2/1/2021 19:00,32.112,
2,5,896711,2/1/2021 20:00,32.116,
2,5,896711,2/1/2021 21:00,32.122,
2,5,896711,2/1/2021 22:00,32.133,
2,5,896711,2/1/2021 23:00,32.144,
2,5,896711,2/2/2021 0:00,32.158,
2,5,896711,2/2/2021 1:00,32.169,
2,5,896711,2/2/2021 2:00,32.18,
2,5,896711,2/2/2021 3:00,32.189,
2,5,896711,2/2/2021 4:00,32.195,
2,5,896711,2/2/2021 5:00,32.2,
2,5,896711,2/2/2021 6:00,32.201,
2,5,896711,2/2/2021 7:00,32.2,
2,5,896711,2/2/2021 8:00,32.197,
2,5,896711,2/2/2021 9:00,32.191,
2,5,896711,2/2/2021 10:00,32.184,
2,5,896711,2/2/2021 11:00,32.174,
2,5,896711,2/2/2021 12:00,32.164,
2,5,896711,2/2/2021 13:00,32.152,
2,5,896711,2/2/2021 14:00,32.14,
2,5,896711,2/2/2021 15:00,32.127,
2,5,896711,2/2/2021 16:00,32.118,
2,5,896711,2/2/2021 17:00,32.112,
2,5,896711,2/2/2021 18:00,32.11,
2,5,896711,2/2/2021 19:00,32.112,
2,5,896711,2/2/2021 20:00,32.119,
2,5,896711,2/2/2021 21:00,32.13,
2,5,896711,2/2/2021 22:00,32.146,
2,5,896711,2/2/2021 23:00,32.161,
2,5,896711,2/3/2021 0:00,32.18,
2,5,896711,2/3/2021 1:00,32.194,
2,5,896711,2/3/2021 2:00,32.208,
2,5,896711,2/3/2021 3:00,32.22,
2,5,896711,2/3/2021 4:00,32.231,
2,5,896711,2/3/2021 5:00,32.24,
2,5,896711,2/3/2021 6:00,32.245,
2,5,896711,2/3/2021 7:00,32.248,
2,5,896711,2/3/2021 8:00,32.246,
2,5,896711,2/3/2021 9:00,32.245,
2,5,896711,2/3/2021 10:00,32.24,
2,5,896711,2/3/2021 11:00,32.234,
2,5,896711,2/3/2021 12:00,32.225,
2,5,896711,2/3/2021 13:00,32.217,
2,5,896711,2/3/2021 14:00,32.208,
2,5,896711,2/3/2021 15:00,32.2,
2,5,896711,2/3/2021 16:00,32.194,
2,5,896711,2/3/2021 17:00,32.192,
2,5,896711,2/3/2021 18:00,32.194,
2,5,896711,2/3/2021 19:00,32.201,
2,5,896711,2/3/2021 20:00,32.214,
2,5,896711,2/3/2021 21:00,32.231,
2,5,896711,2/3/2021 22:00,32.248,
2,5,896711,2/3/2021 23:00,32.27,
2,5,896711,2/4/2021 0:00,32.291,
2,5,896711,2/4/2021 1:00,32.312,
2,5,896711,2/4/2021 2:00,32.33,
2,5,896711,2/4/2021 3:00,32.347,
2,5,896711,2/4/2021 4:00,32.363,
2,5,896711,2/4/2021 5:00,32.372,
2,5,896711,2/4/2021 6:00,32.382,
2,5,896711,2/4/2021 7:00,32.386,
2,5,896711,2/4/2021 8:00,32.389,
2,5,896711,2/4/2021 9:00,32.389,
2,5,896711,2/4/2021 10:00,32.386,
2,5,896711,2/4/2021 11:00,32.382,
2,5,896711,2/4/2021 12:00,32.374,
2,5,896711,2/4/2021 13:00,32.366,
2,5,896711,2/4/2021 14:00,32.357,
2,5,896711,2/4/2021 15:00,32.347,
2,5,896711,2/4/2021 16:00,32.343,
2,5,896711,2/4/2021 17:00,32.341,
2,5,896711,2/4/2021 18:00,32.344,
2,5,896711,2/4/2021 19:00,32.352,
2,5,896711,2/4/2021 20:00,32.368,
2,5,896711,2/4/2021 21:00,32.388,
2,5,896711,2/4/2021 22:00,32.408,
2,5,896711,2/4/2021 23:00,32.433,
2,5,896711,2/5/2021 0:00,32.458,
2,5,896711,2/5/2021 1:00,32.481,
2,5,896711,2/5/2021 2:00,32.504,
2,5,896711,2/5/2021 3:00,32.525,
2,5,896711,2/5/2021 4:00,32.542,
2,5,896711,2/5/2021 5:00,32.556,
2,5,896711,2/5/2021 6:00,32.567,
2,5,896711,2/5/2021 7:00,32.576,
2,5,896711,2/5/2021 8:00,32.581,
2,5,896711,2/5/2021 9:00,32.582,
2,5,896711,2/5/2021 10:00,32.581,
2,5,896711,2/5/2021 11:00,32.579,
2,5,896711,2/5/2021 12:00,32.571,
2,5,896711,2/5/2021 13:00,32.563,
2,5,896711,2/5/2021 14:00,32.557,
2,5,896711,2/5/2021 15:00,32.549,
2,5,896711,2/5/2021 16:00,32.545,
2,5,896711,2/5/2021 17:00,32.543,
2,5,896711,2/5/2021 18:00,32.546,
2,5,896711,2/5/2021 19:00,32.556,
2,5,896711,2/5/2021 20:00,32.568,
2,5,896711,2/5/2021 21:00,32.585,
2,5,896711,2/5/2021 22:00,32.607,
2,5,896711,2/5/2021 23:00,32.632,
2,5,896711,2/6/2021 0:00,32.654,
2,5,896711,2/6/2021 1:00,32.677,
2,5,896711,2/6/2021 2:00,32.697,
2,5,896711,2/6/2021 3:00,32.719,
2,5,896711,2/6/2021 4:00,32.735,
2,5,896711,2/6/2021 5:00,32.749,
2,5,896711,2/6/2021 6:00,32.76,
2,5,896711,2/6/2021 7:00,32.769,
2,5,896711,2/6/2021 8:00,32.772,
2,5,896711,2/6/2021 9:00,32.775,
2,5,896711,2/6/2021 10:00,32.775,
2,5,896711,2/6/2021 11:00,32.774,
2,5,896711,2/6/2021 12:00,32.769,
2,5,896711,2/6/2021 13:00,32.764,
2,5,896711,2/6/2021 14:00,32.757,
2,5,896711,2/6/2021 15:00,32.75,
2,5,896711,2/6/2021 16:00,32.746,
2,5,896711,2/6/2021 17:00,32.746,
2,5,896711,2/6/2021 18:00,32.749,
2,5,896711,2/6/2021 19:00,32.758,
2,5,896711,2/6/2021 20:00,32.774,
2,5,896711,2/6/2021 21:00,32.793,
2,5,896711,2/6/2021 22:00,32.816,
2,5,896711,2/6/2021 23:00,32.842,
2,5,896711,2/7/2021 0:00,32.867,
2,5,896711,2/7/2021 1:00,32.892,
2,5,896711,2/7/2021 2:00,32.917,
2,5,896711,2/7/2021 3:00,32.939,
2,5,896711,2/7/2021 4:00,32.96,
2,5,896711,2/7/2021 5:00,32.977,
2,5,896711,2/7/2021 6:00,32.993,
2,5,896711,2/7/2021 7:00,33.005,
2,5,896711,2/7/2021 8:00,33.014,
2,5,896711,2/7/2021 9:00,33.021,
2,5,896711,2/7/2021 10:00,33.025,
2,5,896711,2/7/2021 11:00,33.027,
2,5,896711,2/7/2021 12:00,33.027,
2,5,896711,2/7/2021 13:00,33.025,
2,5,896711,2/7/2021 14:00,33.022,
2,5,896711,2/7/2021 15:00,33.019,
2,5,896711,2/7/2021 16:00,33.019,
2,5,896711,2/7/2021 17:00,33.024,
2,5,896711,2/7/2021 18:00,33.032,
2,5,896711,2/7/2021 19:00,33.043,
2,5,896711,2/7/2021 20:00,33.061,
2,5,896711,2/7/2021 21:00,33.083,
2,5,896711,2/7/2021 22:00,33.108,
2,5,896711,2/7/2021 23:00,33.135,
2,5,896711,2/8/2021 0:00,33.162,
2,5,896711,2/8/2021 1:00,33.188,
2,5,896711,2/8/2021 2:00,33.215,
2,5,896711,2/8/2021 3:00,33.238,
2,5,896711,2/8/2021 4:00,33.259,
2,5,896711,2/8/2021 5:00,33.276,
2,5,896711,2/8/2021 6:00,33.293,
2,5,896711,2/8/2021 7:00,33.304,
2,5,896711,2/8/2021 8:00,33.315,
2,5,896711,2/8/2021 9:00,33.322,
2,5,896711,2/8/2021 10:00,33.326,
2,5,896711,2/8/2021 11:00,33.328,
2,5,896711,2/8/2021 12:00,33.328,
2,5,896711,2/8/2021 13:00,33.326,
2,5,896711,2/8/2021 14:00,33.323,
2,5,896711,2/8/2021 15:00,33.323,
2,5,896711,2/8/2021 16:00,33.323,
2,5,896711,2/8/2021 17:00,33.326,
2,5,896711,2/8/2021 18:00,33.334,
2,5,896711,2/8/2021 19:00,33.35,
2,5,896711,2/8/2021 20:00,33.369,
2,5,896711,2/8/2021 21:00,33.391,
2,5,896711,2/8/2021 22:00,33.421,
2,5,896711,2/8/2021 23:00,33.444,
2,5,896711,2/9/2021 0:00,33.474,
2,5,896711,2/9/2021 1:00,33.501,
